transaction_id,amount,distance_from_home,age,fraud_flag
163,67.37893368511106,14.692208483720755,64,0
164,37.68976522472434,29.5961416192103,53,0
165,64.45064193866483,14.686197208470302,62,0
166,56.191713904047475,38.23540222616968,41,0
167,62.33090239991735,16.055082380429752,69,0
168,78.4518947398092,16.462291619602944,73,0
169,46.31917825995694,41.85517286459543,32,0
170,38.693957534637654,10.332946279762341,46,1
171,36.65728355561715,2.877759107805979,25,0
172,37.762845725518424,0.5841004286418937,22,0
173,48.843474358788434,28.141149053251713,46,0
174,55.117279622249654,19.36797934121359,64,0
175,54.150361989950284,24.353306955957528,21,0
176,62.40774873554036,4.789629869868869,29,0
177,50.19502837816861,2.932251024565573,62,0
178,71.80301115735975,0.29302952531337567,19,0
179,46.03014750143066,8.633745230301384,44,0
180,90.80253749884429,17.82794751329889,48,0
181,59.385010216475095,9.959637351223014,68,0
182,37.14263665375576,11.506391256568625,68,1
183,33.93661252908332,46.901230459628835,53,0
184,57.23708622864778,8.562052288502235,53,0
185,46.64805822011223,14.430500561446422,43,0
186,60.71000741138138,30.617434754394033,60,0
187,57.09856436860317,10.101602625983595,44,0
188,48.90756631014691,19.46180950706171,22,0
189,37.29809422897392,39.662812873686136,37,0
190,27.277291629712032,59.72380830749336,28,0
191,43.302275718994686,3.1816375862967194,79,0
192,62.84598191485209,52.233255260841574,27,0
193,53.21140616195306,13.550055619910612,57,0
194,31.31391831932018,5.974709087027915,55,0
195,52.59771388776773,12.29173934741395,23,0
196,55.77976069593255,78.27306195161184,25,0
197,36.74213845698301,13.569825853347195,40,0
198,52.305876589182915,7.972320642009995,64,0
199,50.87313077669,20.069725479153192,43,0
200,32.85544553254066,5.492569354312059,63,0
201,55.36681040522425,1.5779060995247007,60,0
202,58.41176789552352,2.7595043942483173,29,0
203,66.24576864762915,2.7403684813401425,43,0
204,65.80703078052355,3.2951980311334594,30,0
205,29.334959480643633,2.989201321350331,57,0
206,35.93262440127316,20.48168102151613,79,0
207,57.7255290081299,4.0149271406896325,35,0
208,57.706789263683135,8.482786315896105,42,0
209,57.72571529459072,45.419482502567156,50,0
210,107.79097235982081,12.847622832931872,64,0
211,58.56335766039751,22.02578167304761,57,0
212,67.03348460270898,3.7825703422643295,77,0
213,64.31002645239803,4.271019619901901,60,1
214,59.77086876958697,0.8345442543513061,29,0
215,45.27096133039482,3.7009468813116175,61,0
216,61.38453830739901,6.530962372622911,53,0
217,38.40762178193643,3.896236349662159,65,0
218,46.44772089889987,1.8577181572073513,21,0
219,42.71954678256345,2.5711242698670507,22,0
220,51.22811209079484,12.352586867307583,73,1
221,84.71987850010262,4.621844126901932,54,0
222,21.99102211112378,9.059622310218371,25,0
223,60.2939028556177,14.000103694286608,59,0
224,25.809261932155223,23.449148680250843,66,0
225,42.9210220131585,0.8021146020003085,45,0
226,66.33425895451049,32.12988487652239,48,0
227,50.96420028643194,19.771873807345926,75,0
228,33.83382833106041,1.7059086075266852,26,0
229,39.27044436110047,41.362693969761814,71,0
230,60.19396623402014,50.73387092757856,68,0
231,39.04450052424295,1.2604565512032682,46,0
232,53.246878843729625,6.4835368625730165,31,0
233,50.68357759855721,32.81870366453285,57,1
234,40.22599478591275,27.58714480428617,58,0
235,82.15916133987989,4.07959264123601,39,0
236,59.50878533477017,4.697980623630665,28,0
237,19.622861200135894,9.255702200487395,40,0
238,52.796814721541416,13.253251293372287,18,0
239,40.07320302847418,19.26003668117104,63,0
240,62.78650002194336,9.206251260007024,54,0
241,38.11218892350949,12.417822184418352,38,0
242,48.278953377996515,27.52457880779685,43,0
243,57.57480918470686,0.7474590464295693,63,0
244,62.98632791255182,5.818732437647944,53,0
245,31.995553894163358,24.989837499120515,71,0
246,44.98248146238578,45.11533508661227,40,0
247,42.87582033258566,14.335582244168016,74,1
248,40.200061511394324,15.190590047061379,18,0
249,76.48181360421646,2.2672267708132674,71,0
250,56.07472566441433,11.862864921671017,72,0
251,31.086740684974323,15.2121359811058,68,0
252,63.767929205821645,5.553856065213067,57,0
253,81.8323429551895,6.273492237570877,32,0
254,65.4869789082672,9.47329969604944,38,0
255,27.2094505106898,0.4055072150062903,64,0
256,42.73648890700623,7.774495225122715,26,0
257,69.00366723779933,4.7511387124725974,70,0
258,39.38495801571829,7.934984604639653,26,0
259,56.657291422193424,2.5512620656956253,27,0
260,61.61951080144005,44.24159799886049,69,1
261,36.09604292632876,18.007976277591197,74,0
262,49.107119659073,22.73265915786063,70,0
263,1.380989898963911,31.134180647555823,43,1
264,34.63418537998565,13.800728436977703,58,0
265,46.2114777291026,1.818641890349117,52,0
266,31.283252270527257,15.405167265896452,69,0
267,74.48616955897452,17.67846115742747,42,0
268,28.54787933059051,27.364332976168185,43,0
269,43.39933269954524,11.300692987659641,28,0
270,51.96110865929137,2.7296933345862446,55,0
271,71.61909933599173,6.675243605234078,19,0
272,28.46206773230841,9.022296509492469,24,0
273,67.4474562823244,20.764492232437235,35,0
274,50.1534959152938,16.91563442402839,44,0
275,35.27737023428074,8.804135193036123,51,0
276,56.93155211394906,86.12391544339624,44,0
277,52.98589543360205,18.616660169344186,34,0
278,40.99674684261808,5.4158905751359985,60,0
279,51.04703127485028,2.1468600924977372,76,0
280,44.220296047073596,3.3177658517965174,61,1
281,51.70276017876872,5.646136987902819,76,0
282,59.9319601178157,3.5032974990858805,68,0
283,73.79025224218029,4.129834909091608,71,0
284,31.432767517597263,6.7121169643089305,41,0
285,81.995500619844,3.80804867325774,42,0
286,20.718683007162472,45.415028987118305,24,0
287,47.72322357446625,1.672714251840003,69,0
288,58.82475809726865,14.868247002254053,23,0
289,54.21487801602549,10.566111129786046,70,0
290,40.659507202691096,80.7728433203184,41,0
291,489.5938874821362,2.376546913948098,50,0
292,475.34995326705837,10.14515987484861,66,0
293,470.53176215278944,69.7811932825343,46,0
294,542.4801048510512,40.12488123936309,60,0
295,517.8507742982524,33.97326068072359,39,0
296,465.3545202369673,5.9655016706700925,43,0
297,544.9799937716625,3.74799065572975,45,0
298,515.3649760438304,22.09119197363567,67,0
299,540.643105941948,53.007701899199105,38,0
300,531.4814420961806,16.273008438094845,66,0
